Student_ID,Name,Subject,Past_Score,Preferred_Learning_Method,Preferred_Test_Type,Effective_Learning_Method
S8470,Student_8470,1,63,2,0,2
S8471,Student_8471,3,84,3,1,1
S8472,Student_8472,1,74,3,0,2
S8473,Student_8473,1,40,0,1,3
S8474,Student_8474,0,75,0,0,0
S8475,Student_8475,2,64,2,1,2
S8476,Student_8476,3,84,1,2,1
S8477,Student_8477,3,88,1,2,3
S8478,Student_8478,2,99,1,1,1
S8479,Student_8479,3,82,0,1,0
S8480,Student_8480,0,73,0,0,0
S8481,Student_8481,3,64,1,0,2
S8482,Student_8482,3,55,1,0,2
S8483,Student_8483,0,73,0,1,3
S8484,Student_8484,2,68,2,2,0
S8485,Student_8485,3,58,0,2,1
S8486,Student_8486,3,62,2,1,1
S8487,Student_8487,0,58,0,0,2
S8488,Student_8488,2,64,1,1,3
S8489,Student_8489,0,55,2,1,0
S8490,Student_8490,0,93,1,0,2
S8491,Student_8491,2,90,1,0,3
S8492,Student_8492,0,48,1,0,0
S8493,Student_8493,2,40,1,0,0
S8494,Student_8494,1,81,2,2,0
S8495,Student_8495,2,58,3,2,3
S8496,Student_8496,2,72,3,0,0
S8497,Student_8497,3,73,2,0,0
S8498,Student_8498,2,55,0,2,1
S8499,Student_8499,2,83,3,2,1
S8500,Student_8500,2,79,2,0,1
S8501,Student_8501,3,94,0,0,0
S8502,Student_8502,2,57,3,1,1
S8503,Student_8503,2,73,1,1,0
S8504,Student_8504,0,64,3,0,2
S8505,Student_8505,2,84,0,0,0
S8506,Student_8506,1,45,3,0,0
S8507,Student_8507,1,60,3,0,2
S8508,Student_8508,1,97,3,0,3
S8509,Student_8509,1,45,3,2,2
S8510,Student_8510,3,71,2,2,3
S8511,Student_8511,3,80,0,2,1
S8512,Student_8512,0,87,1,2,1
S8513,Student_8513,0,82,1,0,1
S8514,Student_8514,0,78,2,0,1
S8515,Student_8515,1,70,3,1,1
S8516,Student_8516,1,81,2,0,1
S8517,Student_8517,0,49,3,1,2
S8518,Student_8518,2,69,3,0,1
S8519,Student_8519,1,96,1,2,3
S8520,Student_8520,2,91,1,1,2
S8521,Student_8521,2,57,1,0,0
S8522,Student_8522,1,99,0,1,0
S8523,Student_8523,0,63,0,0,0
S8524,Student_8524,3,91,3,1,0
S8525,Student_8525,1,48,1,2,3
S8526,Student_8526,3,70,1,0,3
S8527,Student_8527,3,54,1,0,1
S8528,Student_8528,0,43,3,1,3
S8529,Student_8529,1,79,0,0,1
S8530,Student_8530,3,48,1,2,0
S8531,Student_8531,1,84,0,1,2
S8532,Student_8532,0,48,1,1,1
S8533,Student_8533,0,65,2,1,0
S8534,Student_8534,3,43,0,1,3
S8535,Student_8535,2,56,2,2,2
S8536,Student_8536,2,55,2,0,0
S8537,Student_8537,2,54,2,0,0
S8538,Student_8538,0,74,1,0,3
S8539,Student_8539,1,96,1,0,1
S8540,Student_8540,0,91,3,2,1
S8541,Student_8541,0,44,3,2,3
S8542,Student_8542,3,94,1,0,1
S8543,Student_8543,3,44,3,2,2
S8544,Student_8544,3,59,2,2,0
S8545,Student_8545,1,54,0,0,3
S8546,Student_8546,3,57,3,0,3
S8547,Student_8547,0,86,3,2,1
S8548,Student_8548,2,41,0,0,1
S8549,Student_8549,2,68,0,2,3
S8550,Student_8550,2,52,2,2,0
S8551,Student_8551,0,43,1,1,3
S8552,Student_8552,0,81,1,2,2
S8553,Student_8553,3,84,2,2,0
S8554,Student_8554,0,49,1,1,0
S8555,Student_8555,2,70,0,0,2
S8556,Student_8556,1,80,3,0,0
S8557,Student_8557,2,47,1,1,0
S8558,Student_8558,1,42,0,2,1
S8559,Student_8559,0,87,0,2,1
S8560,Student_8560,3,85,2,0,3
S8561,Student_8561,0,48,0,0,1
S8562,Student_8562,0,69,3,2,3
S8563,Student_8563,3,92,1,1,3
S8564,Student_8564,2,50,2,2,0
S8565,Student_8565,1,74,2,1,3
S8566,Student_8566,2,76,1,1,1
S8567,Student_8567,2,81,3,1,2
S8568,Student_8568,0,52,0,1,1
S8569,Student_8569,1,75,1,2,3
S8570,Student_8570,0,95,2,2,0
S8571,Student_8571,3,52,0,1,2
S8572,Student_8572,0,51,0,2,2
S8573,Student_8573,3,76,3,1,0
S8574,Student_8574,0,49,2,2,0
S8575,Student_8575,2,99,0,1,3
S8576,Student_8576,3,95,1,0,1
S8577,Student_8577,3,48,1,2,1
S8578,Student_8578,2,91,1,1,1
S8579,Student_8579,3,46,0,1,2
S8580,Student_8580,2,41,2,1,0
S8581,Student_8581,2,93,1,0,0
S8582,Student_8582,1,95,0,2,3
S8583,Student_8583,2,99,2,0,0
S8584,Student_8584,3,62,1,1,2
S8585,Student_8585,1,78,1,2,1
S8586,Student_8586,2,79,0,2,3
S8587,Student_8587,2,78,2,1,3
S8588,Student_8588,1,60,3,2,0
S8589,Student_8589,1,62,3,2,0
S8590,Student_8590,1,68,0,0,0
S8591,Student_8591,2,53,3,1,3
S8592,Student_8592,0,65,1,0,1
S8593,Student_8593,2,90,2,0,3
S8594,Student_8594,1,44,3,1,3
S8595,Student_8595,3,94,1,0,2
S8596,Student_8596,2,70,1,1,3
S8597,Student_8597,1,64,0,0,2
S8598,Student_8598,3,70,0,0,1
S8599,Student_8599,0,89,3,0,3
S8600,Student_8600,0,59,1,1,3
S8601,Student_8601,0,83,3,1,1
S8602,Student_8602,2,94,1,0,2
S8603,Student_8603,0,56,2,0,1
S8604,Student_8604,0,84,1,2,1
S8605,Student_8605,3,41,1,0,0
S8606,Student_8606,3,64,1,0,2
S8607,Student_8607,0,52,2,2,1
S8608,Student_8608,0,97,3,1,0
S8609,Student_8609,2,78,2,1,3
S8610,Student_8610,1,67,3,0,2
S8611,Student_8611,2,81,0,0,1
S8612,Student_8612,3,94,0,0,0
S8613,Student_8613,0,45,1,1,0
S8614,Student_8614,3,42,2,1,3
S8615,Student_8615,2,97,0,2,1
S8616,Student_8616,1,74,0,0,1
S8617,Student_8617,3,57,1,2,3
S8618,Student_8618,0,50,2,1,3
S8619,Student_8619,2,93,1,1,1
S8620,Student_8620,0,59,2,1,1
S8621,Student_8621,2,44,0,0,0
S8622,Student_8622,3,58,3,0,2
S8623,Student_8623,3,61,1,2,1
S8624,Student_8624,1,98,2,2,0
S8625,Student_8625,0,99,2,1,2
S8626,Student_8626,0,58,3,2,0
S8627,Student_8627,2,86,0,2,1
S8628,Student_8628,2,55,1,0,0
S8629,Student_8629,0,63,0,2,2
S8630,Student_8630,0,80,0,1,3
S8631,Student_8631,3,43,2,2,1
S8632,Student_8632,3,54,2,1,2
S8633,Student_8633,2,64,2,1,0
S8634,Student_8634,2,83,1,1,3
S8635,Student_8635,1,94,1,1,0
S8636,Student_8636,0,74,1,0,1
S8637,Student_8637,3,94,2,1,3
S8638,Student_8638,0,53,0,1,1
S8639,Student_8639,1,88,3,2,0
S8640,Student_8640,3,58,2,0,1
S8641,Student_8641,3,77,0,0,3
S8642,Student_8642,2,75,2,2,2
S8643,Student_8643,3,46,2,1,3
S8644,Student_8644,1,69,2,0,1
S8645,Student_8645,3,58,0,0,0
S8646,Student_8646,1,88,0,2,1
S8647,Student_8647,0,64,1,1,1
S8648,Student_8648,3,55,1,1,2
S8649,Student_8649,1,86,3,0,1
S8650,Student_8650,1,93,3,0,3
S8651,Student_8651,1,79,1,1,2
S8652,Student_8652,0,90,2,1,2
S8653,Student_8653,0,47,1,1,3
S8654,Student_8654,2,57,0,1,1
S8655,Student_8655,1,67,2,1,3
S8656,Student_8656,1,55,0,2,0
S8657,Student_8657,0,91,0,1,1
S8658,Student_8658,0,58,0,0,3
S8659,Student_8659,2,81,2,0,0
S8660,Student_8660,1,56,1,0,2
S8661,Student_8661,1,84,0,2,0
S8662,Student_8662,3,52,2,1,1
S8663,Student_8663,1,46,2,0,2
S8664,Student_8664,2,66,0,1,2
S8665,Student_8665,2,49,0,0,0
S8666,Student_8666,2,73,1,1,1
S8667,Student_8667,3,75,3,1,1
S8668,Student_8668,1,64,0,1,0
S8669,Student_8669,0,45,1,1,1
S8670,Student_8670,1,63,3,1,1
S8671,Student_8671,0,57,3,0,2
S8672,Student_8672,3,62,2,0,3
S8673,Student_8673,1,45,0,1,2
S8674,Student_8674,2,68,3,1,0
S8675,Student_8675,3,64,1,1,0
S8676,Student_8676,3,94,0,0,2
S8677,Student_8677,1,56,3,0,3
S8678,Student_8678,2,85,2,1,2
S8679,Student_8679,2,63,1,2,0
S8680,Student_8680,1,50,0,0,2
S8681,Student_8681,3,65,2,2,2
S8682,Student_8682,2,90,2,0,1
S8683,Student_8683,3,73,1,1,3
S8684,Student_8684,0,67,1,1,2
S8685,Student_8685,3,42,2,2,3
S8686,Student_8686,3,50,1,0,0
S8687,Student_8687,3,77,2,0,1
S8688,Student_8688,3,53,1,1,1
S8689,Student_8689,2,90,3,0,1
S8690,Student_8690,0,65,2,1,1
S8691,Student_8691,3,87,1,1,3
S8692,Student_8692,1,60,1,0,0
S8693,Student_8693,0,93,0,1,0
S8694,Student_8694,2,95,3,0,1
S8695,Student_8695,3,78,2,1,2
S8696,Student_8696,0,69,2,1,3
S8697,Student_8697,0,98,1,2,1
S8698,Student_8698,0,47,3,1,2
S8699,Student_8699,3,90,0,0,0
S8700,Student_8700,1,59,3,2,3
S8701,Student_8701,1,87,3,0,3
S8702,Student_8702,2,71,2,0,2
S8703,Student_8703,2,61,0,0,1
S8704,Student_8704,0,98,3,1,3
S8705,Student_8705,2,46,3,1,2
S8706,Student_8706,0,48,2,0,2
S8707,Student_8707,0,84,0,1,0
S8708,Student_8708,1,40,0,0,0
S8709,Student_8709,3,68,1,0,1
S8710,Student_8710,3,47,3,2,1
S8711,Student_8711,3,95,3,0,0
S8712,Student_8712,1,93,3,0,0
S8713,Student_8713,3,43,0,2,1
S8714,Student_8714,3,74,2,0,1
S8715,Student_8715,0,98,0,1,1
S8716,Student_8716,0,42,1,0,2
S8717,Student_8717,1,93,3,1,2
S8718,Student_8718,2,84,0,0,3
S8719,Student_8719,3,79,2,1,2
S8720,Student_8720,1,46,0,0,1
S8721,Student_8721,3,66,2,0,3
S8722,Student_8722,2,40,1,1,3
S8723,Student_8723,1,66,3,1,2
S8724,Student_8724,3,55,0,2,3
S8725,Student_8725,2,77,1,0,1
S8726,Student_8726,3,46,0,1,0
S8727,Student_8727,0,83,3,0,3
S8728,Student_8728,0,62,0,1,2
S8729,Student_8729,0,80,3,2,3
S8730,Student_8730,1,98,0,1,3
S8731,Student_8731,0,50,3,0,2
S8732,Student_8732,2,81,1,1,3
S8733,Student_8733,1,92,3,0,3
S8734,Student_8734,0,72,2,2,3
S8735,Student_8735,1,89,1,2,2
S8736,Student_8736,2,75,2,1,1
S8737,Student_8737,1,76,1,0,3
S8738,Student_8738,2,80,3,1,2
S8739,Student_8739,2,98,3,0,0
S8740,Student_8740,2,56,1,0,0
S8741,Student_8741,3,74,2,2,1
S8742,Student_8742,1,87,1,1,0
S8743,Student_8743,0,44,3,1,1
S8744,Student_8744,2,87,2,0,1
S8745,Student_8745,1,71,0,2,2
S8746,Student_8746,0,42,1,2,1
S8747,Student_8747,1,91,2,0,1
S8748,Student_8748,2,86,2,1,2
S8749,Student_8749,3,74,0,2,0
S8750,Student_8750,3,91,2,1,0
S8751,Student_8751,0,53,3,2,3
S8752,Student_8752,3,87,1,1,0
S8753,Student_8753,1,70,0,2,1
S8754,Student_8754,1,70,0,0,0
S8755,Student_8755,2,56,2,1,2
S8756,Student_8756,0,99,1,1,1
S8757,Student_8757,1,63,3,2,0
S8758,Student_8758,0,91,1,2,0
S8759,Student_8759,0,62,2,1,2
S8760,Student_8760,2,57,0,0,1
S8761,Student_8761,3,89,3,2,1
S8762,Student_8762,0,93,2,1,2
S8763,Student_8763,2,53,0,1,0
S8764,Student_8764,2,89,0,1,3
S8765,Student_8765,0,54,3,0,1
S8766,Student_8766,2,54,3,2,3
S8767,Student_8767,2,45,1,0,0
S8768,Student_8768,2,66,2,0,0
S8769,Student_8769,2,54,2,1,0
S8770,Student_8770,1,89,1,2,0
S8771,Student_8771,2,75,1,1,0
S8772,Student_8772,0,94,1,2,3
S8773,Student_8773,2,47,3,0,0
S8774,Student_8774,1,54,1,2,0
S8775,Student_8775,0,42,3,0,2
S8776,Student_8776,2,86,2,0,2
S8777,Student_8777,1,52,1,2,0
S8778,Student_8778,0,80,2,0,3
S8779,Student_8779,2,73,0,1,3
S8780,Student_8780,3,63,2,0,2
S8781,Student_8781,2,79,2,0,3
S8782,Student_8782,1,71,1,1,3
S8783,Student_8783,3,71,3,1,3
S8784,Student_8784,3,69,1,1,2
S8785,Student_8785,1,91,0,0,0
S8786,Student_8786,2,88,0,1,0
S8787,Student_8787,2,52,1,1,1
S8788,Student_8788,2,40,2,0,1
S8789,Student_8789,2,73,3,2,0
S8790,Student_8790,0,54,0,2,2
S8791,Student_8791,3,83,2,1,0
S8792,Student_8792,1,53,1,1,2
S8793,Student_8793,2,96,2,1,3
S8794,Student_8794,2,68,2,0,0
S8795,Student_8795,2,73,2,2,0
S8796,Student_8796,1,57,1,0,3
S8797,Student_8797,0,93,0,0,1
S8798,Student_8798,3,46,3,0,0
S8799,Student_8799,3,68,2,2,0
S8800,Student_8800,3,94,1,0,2
S8801,Student_8801,0,70,3,0,3
S8802,Student_8802,2,64,3,1,2
S8803,Student_8803,3,77,3,1,1
S8804,Student_8804,0,53,2,0,0
S8805,Student_8805,2,47,2,2,3
S8806,Student_8806,2,66,1,2,1
S8807,Student_8807,0,93,3,2,3
S8808,Student_8808,2,41,0,0,0
S8809,Student_8809,0,56,2,0,3
S8810,Student_8810,0,76,2,0,0
S8811,Student_8811,2,53,2,2,3
S8812,Student_8812,0,64,0,0,2
S8813,Student_8813,0,95,1,1,3
S8814,Student_8814,2,69,1,0,0
S8815,Student_8815,2,68,1,0,2
S8816,Student_8816,2,59,3,0,0
S8817,Student_8817,2,60,2,1,0
S8818,Student_8818,2,92,0,2,1
S8819,Student_8819,2,61,2,1,0
S8820,Student_8820,0,74,2,1,3
S8821,Student_8821,1,76,2,1,2
S8822,Student_8822,0,55,1,2,0
S8823,Student_8823,2,89,1,2,1
S8824,Student_8824,2,97,1,1,2
S8825,Student_8825,3,88,2,1,2
S8826,Student_8826,3,82,2,0,0
S8827,Student_8827,0,56,2,0,2
S8828,Student_8828,0,55,1,1,2
S8829,Student_8829,2,97,3,2,0
S8830,Student_8830,3,94,1,1,3
S8831,Student_8831,1,41,3,0,0
S8832,Student_8832,0,43,3,0,1
S8833,Student_8833,0,60,2,1,2
S8834,Student_8834,2,78,3,0,0
S8835,Student_8835,3,73,3,0,0
S8836,Student_8836,1,69,0,2,1
S8837,Student_8837,3,45,3,0,0
S8838,Student_8838,2,56,2,2,0
S8839,Student_8839,0,78,2,0,2
S8840,Student_8840,0,64,2,0,2
S8841,Student_8841,0,44,2,0,3
S8842,Student_8842,3,44,3,1,1
S8843,Student_8843,2,59,1,1,3
S8844,Student_8844,3,55,3,2,2
S8845,Student_8845,1,90,0,0,1
S8846,Student_8846,1,80,3,1,3
S8847,Student_8847,1,76,2,1,2
S8848,Student_8848,1,79,3,0,3
S8849,Student_8849,3,48,3,0,0
S8850,Student_8850,1,44,1,1,3
S8851,Student_8851,1,81,3,0,2
S8852,Student_8852,0,96,3,1,3
S8853,Student_8853,1,41,0,0,2
S8854,Student_8854,0,48,3,0,2
S8855,Student_8855,0,82,1,2,0
S8856,Student_8856,3,75,2,2,3
S8857,Student_8857,3,61,1,2,0
S8858,Student_8858,3,61,1,2,0
S8859,Student_8859,2,61,3,1,0
S8860,Student_8860,1,73,0,0,3
S8861,Student_8861,1,94,0,2,3
S8862,Student_8862,3,68,1,0,2
S8863,Student_8863,0,77,3,1,3
S8864,Student_8864,3,98,3,1,0
S8865,Student_8865,0,85,3,2,0
S8866,Student_8866,1,72,0,2,1
S8867,Student_8867,3,57,0,0,2
S8868,Student_8868,1,46,1,1,1
S8869,Student_8869,1,40,1,2,1
S8870,Student_8870,0,72,2,0,2
S8871,Student_8871,2,40,3,2,1
S8872,Student_8872,2,63,2,0,3
S8873,Student_8873,0,43,0,2,3
S8874,Student_8874,0,43,3,2,2
S8875,Student_8875,2,57,2,1,2
S8876,Student_8876,2,66,1,1,1
S8877,Student_8877,0,82,3,0,0
S8878,Student_8878,2,98,3,1,0
S8879,Student_8879,3,71,0,1,0
S8880,Student_8880,1,72,1,2,2
S8881,Student_8881,1,67,0,1,1
S8882,Student_8882,3,81,0,0,2
S8883,Student_8883,3,80,0,2,1
S8884,Student_8884,2,94,2,2,2
S8885,Student_8885,2,75,2,1,1
S8886,Student_8886,3,99,1,2,3
S8887,Student_8887,1,45,3,2,2
S8888,Student_8888,2,55,2,0,3
S8889,Student_8889,2,73,1,1,0
S8890,Student_8890,2,62,2,0,2
S8891,Student_8891,2,89,3,1,1
S8892,Student_8892,0,81,3,0,3
S8893,Student_8893,3,63,1,0,3
S8894,Student_8894,0,95,0,2,0
S8895,Student_8895,1,88,3,1,1
S8896,Student_8896,2,52,0,0,0
S8897,Student_8897,0,95,1,0,2
S8898,Student_8898,0,57,1,1,2
S8899,Student_8899,0,93,3,2,3
S8900,Student_8900,0,52,3,1,2
S8901,Student_8901,1,88,1,1,0
S8902,Student_8902,3,76,2,1,0
S8903,Student_8903,1,82,1,0,0
S8904,Student_8904,3,78,1,2,1
S8905,Student_8905,0,81,3,2,1
S8906,Student_8906,2,56,3,1,0
S8907,Student_8907,3,54,0,0,3
S8908,Student_8908,2,57,3,2,2
S8909,Student_8909,1,62,3,1,0
S8910,Student_8910,0,93,0,0,3
S8911,Student_8911,3,90,2,1,0
S8912,Student_8912,0,69,3,1,1
S8913,Student_8913,3,97,1,0,3
S8914,Student_8914,2,73,0,1,1
S8915,Student_8915,2,97,3,0,3
S8916,Student_8916,3,43,0,1,0
S8917,Student_8917,3,42,2,1,0
S8918,Student_8918,2,46,1,1,2
S8919,Student_8919,3,95,3,1,1
S8920,Student_8920,0,57,1,0,0
S8921,Student_8921,3,81,3,0,0
S8922,Student_8922,3,46,3,0,1
S8923,Student_8923,1,79,3,1,0
S8924,Student_8924,0,45,2,0,3
S8925,Student_8925,0,61,2,2,1
S8926,Student_8926,0,97,2,0,1
S8927,Student_8927,1,40,0,1,1
S8928,Student_8928,2,43,3,0,2
S8929,Student_8929,0,85,2,1,2
S8930,Student_8930,3,88,2,1,0
S8931,Student_8931,2,91,1,2,3
S8932,Student_8932,1,89,2,1,2
S8933,Student_8933,2,82,3,1,1
S8934,Student_8934,3,68,1,0,3
S8935,Student_8935,0,60,0,1,1
S8936,Student_8936,0,65,1,1,2
S8937,Student_8937,1,53,1,2,3
S8938,Student_8938,1,48,2,2,2
S8939,Student_8939,1,98,0,1,2
S8940,Student_8940,1,86,2,2,2
S8941,Student_8941,3,51,0,1,2
S8942,Student_8942,3,81,3,2,0
S8943,Student_8943,1,90,0,2,0
S8944,Student_8944,3,95,2,2,2
S8945,Student_8945,2,90,2,1,1
S8946,Student_8946,3,45,3,0,2
S8947,Student_8947,2,59,0,0,0
S8948,Student_8948,3,63,0,0,1
S8949,Student_8949,2,66,0,0,2
S8950,Student_8950,1,77,2,1,0
S8951,Student_8951,2,47,3,0,1
S8952,Student_8952,0,40,2,0,2
S8953,Student_8953,1,93,3,0,1
S8954,Student_8954,2,88,2,1,1
S8955,Student_8955,0,88,0,1,3
S8956,Student_8956,0,63,3,2,1
S8957,Student_8957,2,86,1,2,1
S8958,Student_8958,3,46,2,2,2
S8959,Student_8959,3,58,3,0,3
S8960,Student_8960,3,61,1,1,0
S8961,Student_8961,3,96,0,1,2
S8962,Student_8962,1,94,1,0,3
S8963,Student_8963,1,99,1,0,0
S8964,Student_8964,3,74,2,0,0
S8965,Student_8965,2,69,2,1,3
S8966,Student_8966,2,68,3,1,3
S8967,Student_8967,2,61,3,1,2
S8968,Student_8968,3,50,3,0,1
S8969,Student_8969,1,59,1,1,1
S8970,Student_8970,2,68,1,2,1
S8971,Student_8971,1,90,3,2,2
S8972,Student_8972,3,80,1,0,0
S8973,Student_8973,2,81,1,1,0
S8974,Student_8974,2,73,2,1,0
S8975,Student_8975,3,40,0,1,1
S8976,Student_8976,0,70,3,0,3
S8977,Student_8977,1,69,0,2,1
S8978,Student_8978,2,87,2,2,0
S8979,Student_8979,0,57,2,1,0
S8980,Student_8980,1,94,0,2,0
S8981,Student_8981,2,97,2,1,0
S8982,Student_8982,0,56,0,1,0
S8983,Student_8983,3,77,2,2,3
S8984,Student_8984,0,53,2,1,2
S8985,Student_8985,2,62,3,1,1
S8986,Student_8986,2,64,1,2,1
S8987,Student_8987,3,54,1,1,0
S8988,Student_8988,1,85,2,2,2
S8989,Student_8989,1,95,3,2,3
S8990,Student_8990,0,61,3,2,0
S8991,Student_8991,0,42,2,2,3
S8992,Student_8992,3,95,0,2,0
S8993,Student_8993,1,94,2,0,2
S8994,Student_8994,1,58,1,1,2
S8995,Student_8995,1,96,0,0,2
S8996,Student_8996,3,83,0,0,3
S8997,Student_8997,1,73,3,1,0
S8998,Student_8998,3,74,2,2,0
S8999,Student_8999,1,89,0,2,3
S9000,Student_9000,2,40,0,0,1
S9001,Student_9001,2,91,2,0,0
S9002,Student_9002,3,60,1,0,0
S9003,Student_9003,0,68,1,1,1
S9004,Student_9004,1,45,3,1,1
S9005,Student_9005,3,76,1,0,3
S9006,Student_9006,3,40,1,0,2
S9007,Student_9007,2,90,0,1,2
S9008,Student_9008,2,40,2,1,1
S9009,Student_9009,2,66,2,0,1
S9010,Student_9010,0,60,1,2,3
S9011,Student_9011,2,92,0,0,1
S9012,Student_9012,2,55,2,2,2
S9013,Student_9013,3,83,2,0,0
S9014,Student_9014,1,98,0,0,3
S9015,Student_9015,0,93,1,0,3
S9016,Student_9016,2,79,2,1,1
S9017,Student_9017,2,65,1,0,1
S9018,Student_9018,0,55,3,0,2
S9019,Student_9019,1,67,3,2,0
S9020,Student_9020,2,40,2,2,3
S9021,Student_9021,3,75,1,1,2
S9022,Student_9022,1,49,1,1,3
S9023,Student_9023,2,82,1,0,2
S9024,Student_9024,2,56,2,2,0
S9025,Student_9025,2,96,0,1,0
S9026,Student_9026,1,98,2,1,1
S9027,Student_9027,3,62,1,0,0
S9028,Student_9028,0,46,1,0,2
S9029,Student_9029,3,83,0,1,2
S9030,Student_9030,0,92,1,1,2
S9031,Student_9031,1,46,0,1,2
S9032,Student_9032,3,83,3,2,2
S9033,Student_9033,0,54,0,1,1
S9034,Student_9034,2,73,1,2,2
S9035,Student_9035,1,85,2,2,0
S9036,Student_9036,3,84,2,0,1
S9037,Student_9037,0,43,2,0,3
S9038,Student_9038,3,53,3,1,3
S9039,Student_9039,1,53,0,2,0
S9040,Student_9040,3,55,2,2,2
S9041,Student_9041,1,46,1,0,0
S9042,Student_9042,1,71,2,2,1
S9043,Student_9043,2,58,1,2,3
S9044,Student_9044,2,41,3,0,3
S9045,Student_9045,1,49,2,0,0
S9046,Student_9046,1,89,0,1,2
S9047,Student_9047,0,56,3,2,1
S9048,Student_9048,0,76,0,2,0
S9049,Student_9049,1,51,1,0,0
S9050,Student_9050,2,45,0,2,2
S9051,Student_9051,1,61,0,0,3
S9052,Student_9052,2,71,3,2,2
S9053,Student_9053,3,80,2,0,3
S9054,Student_9054,1,59,1,0,3
S9055,Student_9055,0,40,3,2,3
S9056,Student_9056,3,93,3,2,0
S9057,Student_9057,2,86,2,1,3
S9058,Student_9058,0,92,2,1,1
S9059,Student_9059,2,97,3,2,1
S9060,Student_9060,1,45,3,1,1
S9061,Student_9061,1,58,0,0,2
S9062,Student_9062,1,57,2,0,0
S9063,Student_9063,0,45,2,2,3
S9064,Student_9064,3,84,0,1,1
S9065,Student_9065,1,72,0,0,0
S9066,Student_9066,1,62,1,1,2
S9067,Student_9067,2,62,0,1,0
S9068,Student_9068,3,65,2,2,0
S9069,Student_9069,0,52,2,1,0
S9070,Student_9070,1,46,2,1,0
S9071,Student_9071,1,54,1,1,3
S9072,Student_9072,2,83,3,1,1
S9073,Student_9073,3,66,3,1,1
S9074,Student_9074,2,65,0,1,2
S9075,Student_9075,2,72,1,1,3
S9076,Student_9076,2,54,1,0,1
S9077,Student_9077,1,75,1,0,0
S9078,Student_9078,0,84,0,2,1
S9079,Student_9079,3,94,3,2,3
S9080,Student_9080,3,66,1,0,2
S9081,Student_9081,1,96,0,2,1
S9082,Student_9082,3,44,1,0,3
S9083,Student_9083,1,41,1,1,0
S9084,Student_9084,2,94,2,2,1
S9085,Student_9085,3,97,2,0,0
S9086,Student_9086,3,72,0,1,3
S9087,Student_9087,2,55,3,1,1
S9088,Student_9088,1,62,1,1,1
S9089,Student_9089,0,77,2,1,1
S9090,Student_9090,2,94,3,2,3
S9091,Student_9091,1,55,0,0,0
S9092,Student_9092,0,53,2,1,2
S9093,Student_9093,0,68,2,2,1
S9094,Student_9094,0,65,3,0,1
S9095,Student_9095,3,74,0,0,3
S9096,Student_9096,0,54,1,1,2
S9097,Student_9097,3,42,2,2,3
S9098,Student_9098,2,62,2,1,3
S9099,Student_9099,3,68,3,1,1
S9100,Student_9100,2,73,3,0,0
S9101,Student_9101,1,72,3,2,2
S9102,Student_9102,1,80,2,0,0
S9103,Student_9103,0,80,0,0,1
S9104,Student_9104,1,62,2,0,1
S9105,Student_9105,2,46,2,0,0
S9106,Student_9106,2,42,0,2,2
S9107,Student_9107,0,97,3,1,3
S9108,Student_9108,1,71,2,1,0
S9109,Student_9109,3,70,0,2,2
S9110,Student_9110,3,57,1,0,1
S9111,Student_9111,2,82,3,1,3
S9112,Student_9112,3,46,2,0,1
S9113,Student_9113,0,80,1,2,0
S9114,Student_9114,3,40,1,2,1
S9115,Student_9115,3,53,0,2,1
S9116,Student_9116,2,91,3,1,3
S9117,Student_9117,2,71,2,0,1
S9118,Student_9118,2,45,3,1,3
S9119,Student_9119,2,78,1,1,3
S9120,Student_9120,1,49,2,1,0
S9121,Student_9121,0,46,2,1,2
S9122,Student_9122,3,65,0,2,3
S9123,Student_9123,2,73,3,1,1
S9124,Student_9124,0,69,1,1,3
S9125,Student_9125,3,75,0,1,3
S9126,Student_9126,2,60,2,2,3
S9127,Student_9127,1,99,1,2,0
S9128,Student_9128,1,56,1,2,3
S9129,Student_9129,1,72,2,0,3
S9130,Student_9130,2,49,2,0,1
S9131,Student_9131,0,90,2,2,3
S9132,Student_9132,0,86,2,0,1
S9133,Student_9133,3,81,1,2,2
S9134,Student_9134,0,90,0,0,2
S9135,Student_9135,3,51,2,2,1
S9136,Student_9136,2,95,1,1,1
S9137,Student_9137,3,55,0,2,1
S9138,Student_9138,3,80,0,0,3
S9139,Student_9139,3,71,3,1,1
S9140,Student_9140,0,54,1,1,1
S9141,Student_9141,3,66,1,0,3
S9142,Student_9142,1,67,2,2,3
S9143,Student_9143,2,56,1,0,2
S9144,Student_9144,1,85,2,0,1
S9145,Student_9145,2,98,3,1,0
S9146,Student_9146,0,89,2,0,2
S9147,Student_9147,3,97,2,1,1
S9148,Student_9148,2,41,3,2,2
S9149,Student_9149,1,75,2,1,2
S9150,Student_9150,2,89,0,2,3
S9151,Student_9151,3,46,3,0,3
S9152,Student_9152,1,52,1,0,1
S9153,Student_9153,0,54,0,2,3
S9154,Student_9154,3,64,1,2,3
S9155,Student_9155,1,62,1,2,0
S9156,Student_9156,0,99,0,1,2
S9157,Student_9157,1,61,0,1,1
S9158,Student_9158,2,65,2,2,2
S9159,Student_9159,1,72,1,0,3
S9160,Student_9160,0,50,3,1,0
S9161,Student_9161,0,49,1,1,0
S9162,Student_9162,1,64,1,1,2
S9163,Student_9163,3,76,1,0,3
S9164,Student_9164,3,87,2,0,1
S9165,Student_9165,2,82,1,0,2
S9166,Student_9166,0,92,2,2,2
